track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name
5IXeOf1hqORwp8b6c1Asqa,99 Red Balloons,7sVQKNtdP2NylxMgbNOJMM,Goldfinger,2Fhk8LPPX8d14HwEKjmJ1O,234266,2005-07-16,50,0.287,0.846,4,-7.48,1,0.115,0.001,0.000589,0.217,0.29,96.999,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
1sjrDQXqAa9V07FjKIlAQ4,Hemorrhage (In My Hands),0EyuKHE1AeE9lWUF8mzKVp,Fuel,1OmZcrLO7y9cL7pq8Ge0LL,236866,2000-09-19,65,0.301,0.823,1,-4.072,1,0.0433,0.000144,0.000309,0.0833,0.372,152.017,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
0e0qRLVKIW1JNkLZg14bQF,Here In Your Bedroom,7sVQKNtdP2NylxMgbNOJMM,Goldfinger,2Fhk8LPPX8d14HwEKjmJ1O,191586,2005-07-16,43,0.491,0.825,0,-5.503,1,0.0434,0.000777,0.02,0.107,0.925,171.658,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
5lWRaa0fBxDE5yU91npPq7,Just A Girl,0cQbJU1aAzvbEmTuljWLlF,No Doubt,3VekjWskUut57hx6W9wqL8,209200,1995-10-10,67,0.638,0.906,2,-4.824,1,0.0504,0.0662,6.88e-05,0.142,0.767,107.991,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
6nJPHXRpKYv2yqtalEjKy5,Got the Life,3RNrq3jvMZxD9ZyoOZbQOD,Korn,0gsiszk6JWYwAyGvaTTud4,225306,1998-08-18,71,0.501,0.905,11,-5.721,0,0.0518,1.88e-05,0.765,0.383,0.584,123.277,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
4tgeQrPu5xkrnwErym2JsJ,Here's to the Night,4Eqd24yS5YcxI8b6Xfuwr8,Eve 6,2aO4ZbunEAG1iaw45Aiosv,249840,2000,58,0.583,0.652,7,-6.255,1,0.0244,0.0405,0.000378,0.0781,0.352,97.469,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
1AfYo6cKm3yHsJHdmNoGO1,Interstate Love Song,2UazAtjfzqBF0Nho2awK4z,Stone Temple Pilots,2vi1ddPi3fY7vePMqxUVob,193613,1994-06-07,0,0.214,0.947,4,-5.053,1,0.0507,0.000552,0.00352,0.238,0.483,170.616,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
4sQJXbtxwoKHG7PwMRJ0Ig,The Kids Aren't Alright,5LfGQac0EIXyAN8aUwmNAQ,The Offspring,7rgq4mAjZOPGVJCRF56FU4,179600,1998-11-17,0,0.52,0.945,1,-4.197,1,0.0335,0.00599,4.97e-05,0.0495,0.807,99.603,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
09JxX9P3dqSl0I3lDGrTie,Volcano,1lZvg4fNAqHoj6I9N8naBM,The Presidents Of The United States Of America,04BaNUriK88MZEdnhU3PyW,178333,1996-11-05,46,0.506,0.913,3,-5.301,1,0.0512,0.138,0.000853,0.135,0.894,151.182,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,6olE6TJLqED3rqDCT0FyPh,Nirvana,2guirTSEqLizK7j9i1MTTZ,301920,1991-09-26,80,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
